,pid,lname,fname,birthcity,birthcountry,coach,birthdate,age,nationality,height,weight,playhand,backhand,proyear,active
1259,c0aw,Cortegiani,Alessandro,Roma,Italy,Andrea Paramucchi ,1996-01-16,28,Italy,178,79,R,0,,A
1260,rb00,Rodriguez - Pace,Ricardo,,,,1993-04-28,30,Venezuela,,,U,0,,A
1261,a0kh,Alujas,Rodrigo,,,,2002-08-26,21,Mexico,,,U,0,,A
1262,c0lm,Camus,Charlie,,,Olivier Camus,2006-10-16,17,France,175,65,L,2,,A
1263,o09n,Oumaouche,Rayane,,,,1997-06-22,26,France,,,U,0,,A
1264,w723,Wattanakul,Pol,,,,1995-08-03,28,Thailand,,,R,0,,A
1265,s0ur,Sorensen,Luke,,,Robert Trower,2001-11-07,22,Australia,193,88,R,2,,A
1266,a0c5,Azoides,Demetris,,,,2000-10-09,23,Greece,,,U,0,,A
1267,b0ls,Bonnaud,Arthur,,,,1997-03-30,26,France,175,68,L,2,,A
1268,c0e6,Charoenphon,Yuttana,,,Paradorn Srichaphan,2000-08-14,23,Thailand,178,68,R,2,,A
1269,n824,Nejedly,Pavel,,,,1993-02-13,31,Czech Republic,178,73,R,0,,A
1270,kd48,Kalovelonis,Markos,Marousi,Greece,Elina Neplii,1994-05-18,29,Greece,191,95,R,2,2012,A
1271,l0af,Lumsden,Ewen,,,,2000-02-17,24,Great Britain,,,U,0,,A
1272,z0ak,Zink,Tyler,,,,2001-01-30,23,United States,185,73,R,2,,A
1273,a0fr,Alvarado Berrospi,Alberto Odiseo,,,,2000-06-17,23,Peru,188,81,R,2,,A
1274,hh51,Henning,Benedikt,,,,1997-04-28,26,Germany,185,78,R,2,,A
1275,kd14,Kekez,Duje,,,D.K,1993-03-30,30,Croatia,183,82,R,2,,A
1276,mw37,Muamba,Nicaise,Gatineau,Canada,,2000-08-28,23,Canada,185,85,R,0,,A
1277,l0hq,Lehmann,Nikos,,,,2005-06-16,18,Argentina,185,80,L,2,,A
1278,t0h6,Talic,Zaharije-Zak,,,,1998-09-02,25,Australia,178,76,L,2,,A
1279,k0jy,Kriznik,Matic,,,,2005-09-03,18,Slovenia,,,L,2,,A
1280,r0io,Radjenovic,Vuk,,,,2005-05-12,18,Serbia,,,R,0,,A
1281,k0j9,Kelm,Yannik,,,,2005-02-17,19,Germany,,,R,2,,A
1282,x01c,Xilas,Ioannis,,,,2001-05-12,22,Greece,,,U,0,,A
1283,rb49,Renard,Lucas,Stockholm,Sweden,,1992-09-30,31,Sweden,183,83,R,2,,A
1284,s09y,Seateun,Nathan,,,Alain Barrere,1997-06-25,26,France,180,78,R,0,,A
1285,a0hp,Aitkulov,Arslanbek,,,,2004-03-04,19,Kazakhstan,,,U,0,,A
1286,b0dj,Beloborodko,Illya,,,Andrey Gorban ,2001-05-07,22,Ukraine,183,78,R,2,,A
1287,s0yi,Stephens,Zach,,,,2006-05-23,17,Great Britain,,,U,0,,A
1288,o498,Okamura,Issei,,,Eiji Takeuchi,1992-05-26,31,Japan,170,68,R,2,,A
1289,c0fe,Caldes,Jaime,,,,2001-02-22,23,Spain,,,U,0,,A
1290,d0hi,Duhan,Chirag,,,,2004-01-01,20,India,,,U,0,,A
1291,i0be,Ivanov,Saveliy,,,,2004-09-22,19,Russia,,,U,0,,A
1292,bu64,Bruna,Nicolas,,,,1999-01-19,25,Chile,188,78,R,1,,A
1293,mi08,Marti,Javier,,,Oscar Burrieza,1992-01-11,32,Spain,,,R,0,,A
1294,p0mi,Paardekooper,Stijn,,,,2003-08-29,20,Netherlands,,,U,0,,A
1295,bv19,Bondarevskiy,Yan,,,,2000-03-17,23,Russia,191,71,L,2,,A
1296,b0ay,Briand,Jurgen,,,,1999-01-11,25,France,178,70,R,2,,A
1297,h0jl,Hara Friend,Jay Dylan,,,,2003-12-22,20,Japan,,,U,0,,A
1298,gd91,Galarza,Juan Ignacio,Buenos Aires,Argentina,Oscar galarza,1994-03-18,29,Argentina,183,83,R,2,,A
1299,k0dv,Kim,Geun Jun,,,,2001-07-27,22,South Korea,,,U,0,,A
1300,s0tw,Sec,Sebastian,,,,2003-10-21,20,United States,,,U,0,,A
1301,t0b0,Thomson,Connor,,,Josh Goffi,2001-01-16,23,Great Britain,185,85,R,1,,A
1302,l0ka,Lee,Karl Kazuma,,,,2002-11-03,21,United States,,,U,0,,A
1303,v0e1,Velcz,Zsombor,,,,2002-11-16,21,Hungary,183,78,L,2,,A
1304,k966,Klizan,Martin,Bratislava,Slovakia,Martin Hromec,1989-07-11,34,Slovak Republic,191,85,L,2,2007,A
1305,so25,Schonenberg,Tom,,,,1991-06-15,32,Germany,185,75,R,0,,A
1306,a0k2,Aguilar Cardozo,Federico,,,,2005-04-08,18,Uruguay,,,,0,,A
1307,cf07,Chung,Hong,,,,1993-05-16,30,South Korea,170,76,L,2,,A
1308,k0ge,Koenig,Luc,,,,2003-08-03,20,Great Britain,185,77,R,2,,A
1309,m0se,Mrva,Maxim,,,,2007-08-02,16,Czech Republic,,,U,0,,A
1310,h940,Harrison,Ryan,Shreveport,LA,Davide Sanguinetti,1992-05-07,31,United States,185,84,R,2,2007,A
1311,s0w4,Sciahbasi,Lorenzo,,,,2005-11-04,18,Italy,188,73,R,2,,A
1312,lf40,Liutarevich,Ivan,,,,1996-02-20,28,Belarus,196,92,R,2,,A
1313,y0b2,You,Jung Hee,,,,2005-05-06,18,Canada,183,73,R,2,,A
1314,c0pl,Collignon,Kylian,,,,2005-04-18,18,Belgium,,,U,0,,A
1315,b0mf,Baum,Stepan,,,,2003-07-26,20,Czech Republic,,,U,0,,A
1316,h0di,Horak,Vitek,,,Tomáš Horák,2002-07-06,21,Czech Republic,178,165,R,1,,A
1317,m0no,Maksimovic,Marko,,,,2006-02-12,18,Serbia,,,U,0,,A
1318,l0jc,Lavizzari,Matteo,,,,2005-03-13,18,Switzerland,,,U,0,,A
1319,ml48,Massara,Antonio,Catania,Italy,Paolo Cannova - Nico De Simone,1995-09-16,28,Italy,178,70,R,2,,A
1320,p0ln,Plunger,Manuel,,,,2002-07-13,21,Italy,,,U,0,,A
1321,w0bu,Wallin,Olle,,,,2001-10-22,22,Sweden,,,U,0,,A
1322,i371,Iamachkine,Petr,,,Matias Caceres / Vini,1996-04-03,27,Peru,180,75,R,2,,A
1323,v0gs,Van Zijl,Twan,,,,2002-11-16,21,Netherlands,,,U,0,,A
1324,a0hk,Alimli,Mikail,,,Alen Avidzba,2003-07-10,20,France,183,77,R,2,,A
1325,b0dq,Brosset,Samuel,,,,1998-01-14,26,France,,,L,0,,A
1326,h0e7,Hallquist Lithen,John,,,,2001-12-03,22,Sweden,,,U,0,,A
1327,k0c5,Kalender,Admir,,,,2001-01-12,23,Croatia,,,R,0,,A
1328,z0aj,Zhang,Changli,,,,1999-02-03,25,China,,,U,0,,A
1329,b0p7,Breazu,Vlad Cristian,,,,2003-12-24,20,Romania,,,U,0,,A
1330,m0o0,Minighini,Daniele,,,,2004-07-15,19,Italy,,,R,0,,A
1331,p0jk,Perfetti,Noah,,,,2001-06-15,22,Italy,,,U,0,,A
1332,p0kp,Pini,Francisco,,,,2003-02-03,21,Argentina,188,82,R,2,,A
1333,so41,Son,Ji Hoon,Busan,Korea,,1994-09-09,29,South Korea,180,74,R,2,,A
1334,e0ci,Eriksson,Sebastian,,,,2005-05-01,18,Sweden,,,R,2,,A
1335,fc50,Fomba,Luc,,,,1999-02-22,25,France,,,U,0,,A
1336,c0hf,Cohen,Aaron,,,,2002-08-21,21,Israel,173,68,R,2,,A
1337,j0at,Jones,Adam,,,,1998-05-08,25,Great Britain,,,U,0,,A
1338,rd21,Ricca,Giorgio,,,,1995-02-27,28,Italy,193,80,R,0,,A
1339,d0ji,Dhamne,Manas,Satara,India,Riccardo Piatti,2007-12-29,16,India,188,74,R,2,2023,A
1340,f824,Farren,Connor,Redwood City,CA,Mark Farren ,1994-10-03,29,United States,183,77,R,2,,A
1341,w0ed,Watt,James,,,Kane Newland,2000-06-09,23,New Zealand,206,103,R,2,,A
1342,cm88,Congcar,Congsup,Bangkok,Thailand,,1996-08-21,27,Thailand,175,68,R,2,,A
1343,y0a9,Yunis,Facundo,,,Juan Carlos Yunis,2002-07-21,21,Germany,191,85,R,2,,A
1344,bu78,Bass,Finn,,,Dan Kiernan,1999-10-09,24,Great Britain,180,80,R,2,,A
1345,c0gu,Cerny,Matyas,,,,2001-10-15,22,Czech Republic,,,U,0,,A
1346,d0c3,Dong,Zhenxiong,,,,1998-11-05,25,China,193,90,L,2,,A
1347,mw69,Mbithi,Mwendwa,,,Jackson Mbithi,1998-01-10,26,United States,200,75,R,0,,A
1348,w719,Walters,Marcus,,,,1998-04-03,25,Great Britain,,,R,0,,A
1349,fc25,Fassbender,Boris,,,,1998-03-20,25,France,183,64,R,2,,A
1350,i0b1,Ianin,Nikita,,,,2001-09-07,22,Russia,,,U,0,,A
1351,v505,Vardhan,Vishnu,Secuderabad,India,C.V. Nagraj & Sonia Vardhan,1987-07-27,36,India,188,84,R,2,2008,A
1352,f0bj,Freire Da Silva,Adan,,,,1999-05-05,24,France,,,U,0,,A
1353,f0fl,Fernandez,Bruno,,,Marcelo rebelo,2004-07-26,19,Brazil,185,80,R,2,,A
1354,mn49,Makhlouf,Mohamed Nazim,,,,1996-09-12,27,Algeria,193,85,R,2,,A
1355,c0ke,Coman,Mihai Alexandru,,,,2005-01-15,19,Romania,,,R,2,,A
1356,d0bj,Davis,James,,,,1998-12-10,25,Great Britain,,,R,0,,A
1357,e0dd,Engel,Justin,,,,2007-10-01,16,Germany,,,U,0,,A
1358,k0lg,Kalina,Vit,,,,2005-07-12,18,Czech Republic,,,,0,,A
1359,va67,Vanta,Valentin,Wurzburg,Germany,,1997-09-28,26,Romania,180,67,R,2,,A
1360,g0ei,Gloeckler,Michael,,,,1998-09-13,25,Austria,,,U,0,,A
1361,j0cl,Javia,Dev,,,,2002-03-16,21,India,,,U,0,,A
1362,d0dy,Dimic,Matic,,,,2001-10-12,22,Slovenia,,,,0,,A
1363,d0in,Dickerson,Ryan,,,,1997-05-08,26,United States,,,U,0,,A
1364,k0fw,Kupcic,Jan,,,,2001-04-14,22,Slovenia,,,U,0,,A
1365,r0cg,Reynolds,Finn,Hastings,New Zealand,Ella Carson,2000-01-04,24,New Zealand,185,91,L,2,,A
1366,s0sm,Southcombe,Mattias,,,,2003-04-15,20,Great Britain,,,U,0,,A
1367,f0af,Falabella,Lautaro Agustin,,,,1998-01-19,26,Argentina,175,70,L,2,,A
1368,o0ap,Oliver Moratalla,Vicente,,,,1999-09-05,24,Spain,,,U,0,,A
1369,s0m9,Stakusic,Marko,Mississauga,Canada,"Sasa Stojisavljevic, Edward Nguyen",2003-03-10,20,Canada,191,82,L,2,,A
1370,m0r8,Markovic,Sasa,,,,2005-11-21,18,Serbia,,,U,0,,A
1371,r0hq,Raquillet,Leo,,,,2005-10-04,18,France,,,U,0,,A
1372,gf20,Galoppini,Davide,Livorno,Italy,/,1994-10-24,29,Italy,175,70,R,2,,A
1373,bc76,Barrientos,Nicolas,Cali,Colombia,,1987-04-24,36,Colombia,175,75,R,2,2009,A
1374,e928,Erler,Alexander,Innsbruck,Austria,Daniel Huber,1997-10-27,26,Austria,193,83,R,2,2015,A
1375,kb54,Kuznetsov,Andrey,Tula,Russia,Burghard Riehemann,1991-02-22,33,Russia,183,70,R,2,2008,A
1376,ml82,Maccari,Federico,Acquapendente,Italy,Claudio Galoppini,1994-02-07,30,Italy,185,75,R,2,,A
1377,o0c8,Orlikowski,Aleksander,,,,2003-10-18,20,Poland,180,78,R,2,,A
1378,p0fu,Pieczonka,Filip,,,,2004-04-09,19,Poland,,,L,0,,A
1379,w0ez,Wang,Qiulin,,,,2002-09-06,21,China,,,,0,,A
1380,y0bi,Yu,Zongbing,,,,1996-01-18,28,China,,,U,0,,A
1381,z168,Zverev,Mischa,Moscow,Russia,"Alexander Zverev Sr., Arturs Kazijevs, Mikhail Ledovskikh",1987-08-22,36,Germany,191,88,L,2,2005,A
1382,c0q2,Colne,Nicolas,,,,2003-09-01,20,France,,,U,0,,A
1383,o527,Oh,Chan-yeong,,,Min-Kyu Han,1998-06-27,25,South Korea,180,72,R,2,,A
1384,sx96,Sigouin,Benjamin,Vancouver,Canada,"Oded Jacob, Tripp Phillips",1999-06-03,24,Canada,191,81,R,2,,A
1385,c0db,Colas Sanchez,Alberto,,,,2000-05-19,23,Spain,,,U,0,,A
1386,h0is,Heng,Nicholas,,,,2003-11-11,20,United States,,,U,0,,A
1387,c0my,Corthey,Lautaro Agustin,,,,1998-09-06,25,Argentina,,,U,0,,A
1388,p0ie,Prat,Antonio,,,,2004-01-31,20,Spain,,,U,0,,A
1389,r0gv,Ruland,Lambert,,,,2003-06-27,20,Germany,,,,0,,A
1390,b0p5,Bazilevskiy,Vladimir,,,,2005-08-11,18,Israel,,,U,0,,A
1391,d0fb,Diaz Jalil,Angel,,,,2001-10-13,22,Ecuador,,,U,0,,A
1392,s0kh,Schifris,Jeremy,,,,2001-10-06,22,Germany,,,L,0,,A
1393,s0ze,Smith,Colton,,,,2003-03-05,20,United States,,,U,0,,A
1394,s0tt,Stearns,Preston,,,,2004-01-30,20,United States,,,,0,,A
1395,s0nr,Stoupe,George,,,,2001-06-15,22,New Zealand,,,U,0,,A
1396,b0da,Breysach,Martin,,,Tarik Benhabiles,2002-01-30,22,France,185,82,R,2,,A
1397,k0ek,Katuch,Jakub,,,,2002-11-03,21,Slovak Republic,180,72,R,2,,A
1398,d0dk,De La Fuente,Santiago,,,,2002-02-06,22,Argentina,175,81,R,2,,A
1399,v426,Villacorta-Alonso,Ricardo,,,,1985-04-24,38,Spain,,,U,0,,A
1400,k0l1,Krajci,Michal,,,,2005-01-14,19,Slovak Republic,,,R,0,,A
1401,m0n4,Malgaroli,Leonardo,,,,2002-08-07,21,Italy,,,U,0,,A
1402,o0bc,Okonkwo,Oliver,,,,2000-04-08,23,Great Britain,188,87,R,2,,A
1403,s0nt,Shepp,Anton,,,,2002-10-30,21,New Zealand,,,U,0,,A
1404,ch73,Chrysochos,Petros,Larnaca,Cyprus,Demetris Herodotou,1996-04-08,27,Cyprus,185,84,R,2,2019,A
1405,g0k0,Giacomini,Enrico,,,,1998-12-23,25,Italy,,,U,0,,A
1406,p0b6,Polukhin,Savva,,,,1998-11-19,25,Russia,,,U,0,,A
1407,t0iz,Tudorica,Alvin Nicholas,,,,2002-02-13,22,Canada,,,U,0,,A
1408,sk53,Sabanin,Yan,Nahodka,Russia,Dmitry Palenov,1990-01-31,34,Russia,191,88,R,0,,A
1409,u09t,Urribarrens Ramirez,Iker,,,,2004-03-23,19,Spain,,,U,0,,A
1410,d0ku,Dedura-Palomero,Mariano,,,,2005-11-22,18,Germany,,,U,0,,A
1411,g0d4,Gagliardo,Lorenzo,,,,2000-06-27,23,Italy,175,70,R,2,,A
1412,gj90,Goncalves Ceolin,Joao Vitor,,,Tony sifuentes Robert trogolo Natalie Djabarov Paulo Ceolin,1999-05-03,24,Brazil,180,75,R,2,,A
1413,h0i0,Hartenstein,Jonas Pelle,,,,2001-07-27,22,Germany,,,U,0,,A
1414,h999,Hidalgo,Gabriel Alejandro,,,,1990-08-06,33,Argentina,,,U,0,,A
1415,j0ai,Jones,Miles,,,,2000-12-26,23,United States,,,U,0,,A
1416,k0ha,Kobierski,Jan,,,,2004-01-15,20,Austria,183,68,R,2,,A
1417,p0mn,Pedrico Kravtsov,Albert,,,,2005-06-12,18,Spain,,,U,0,,A
1418,s0jk,Smiej,Yassine,,,,2000-01-07,24,Morocco,,,U,0,,A
1419,z0d1,Zhang,Tianhui,,,,2006-02-19,18,China,,,U,0,,A
1420,da85,Di Nicola,Gianluca,,,,1995-12-07,28,Italy,,,R,0,,A
1421,g681,Gabashvili,Teymuraz,Tbilisi,Georgia,,1985-05-23,38,Russia,185,87,R,2,2001,A
1422,n561,Nedelko,Ivan,St. Petersburg,Russia,"Valery Shilkov, Artem Kirillov",1986-05-12,37,Russia,185,80,R,2,2006,A
1423,p0mo,Panaras,Adam,,,,2003-03-19,20,France,,,U,0,,A
1424,v0fl,Viiala,Zack,,,,2005-10-10,18,Australia,185,77,R,2,,A
1425,b0p4,Berkieta,Tomasz,,,,2006-07-21,17,Poland,,,R,2,,A
1426,f0dz,Franco,Tobias,,,,2001-12-26,22,Argentina,178,82,R,2,,A
1427,l0dk,Lapadat,Joshua,,,,2002-12-10,21,Canada,185,76,L,2,,A
1428,l0dg,Lofman,Aleksi,,,,2002-02-21,22,Finland,,,U,0,,A
1429,s0y7,Summers,Matthew,Maidstone,United Kingdom,,1998-09-25,25,Great Britain,180,78,L,0,,A
1430,t0ei,Thanos,Aristotelis,Athens,Greece,,2001-04-07,22,Greece,,82,R,2,2019,A
1431,va27,Veldheer,Mick,,,,1996-04-05,27,Netherlands,185,80,L,2,,A
1432,c0h4,Carnevale Miino,Tommaso,Milan,Italy,Diego Dominguez ,2000-05-05,23,Italy,196,78,R,2,,A
1433,c0c9,Cavrak,Ken,,,,2001-01-27,23,Australia,183,82,R,1,,A
1434,c09y,Charlton,Joshua,,,,1999-07-29,24,Australia,,,,0,,A
1435,d0fy,Deschamps,Thomas,,,,1998-07-19,25,France,185,73,R,2,,A
1436,e09u,Escurra Isnardi,Hernando Jose,,,Orlando Guardatti Gomez,1997-12-13,26,Paraguay,183,80,R,1,,A
1437,g0h1,Galimardanov,Oscar,,,,2000-04-24,23,Russia,,,U,0,,A
1438,r0jw,Ribecai,Michele,,,,2003-02-04,21,Italy,,,U,0,,A
1439,t0fh,Turriziani Alvarez,Alejandro,,,,2003-02-12,21,Spain,,,,0,,A
1440,i0a5,Ilkel,Berk,,,Gavin Hopper,2001-07-28,22,Turkiye,180,78,R,2,,A
1441,s0lv,Sharma,Atharva,,,,2000-08-22,23,India,,,U,0,,A
1442,a0i6,Apltauer,Filip,,,,2004-03-21,19,Czech Republic,,,U,0,,A
1443,s0s2,Salomone,Federico,,,,2001-05-16,22,Italy,191,73,R,2,,A
1444,gc99,Goldsteiner,Peter,,,,1990-07-31,33,Austria,173,65,R,2,,A
1445,hh23,Heger,Tim,,,Robert Flego,1999-10-26,24,Germany,185,78,R,2,,A
1446,j0ct,Jansen,William,,,"David Feltgate, Tripp Phillips",2004-12-06,19,Great Britain,188,86,L,2,,A
1447,lh86,Lucero,Joel Angel,,,,1996-01-12,28,Argentina,,,U,0,,A
1448,m0hy,Murgett,Finn,,,,2001-09-17,22,Great Britain,,,U,0,,A
1449,n0dr,Nakashima,Bryce,,,,2004-02-20,20,United States,,,U,0,,A
1450,r0gp,Revelli,Giacomo,,,,2002-01-23,22,Great Britain,,,U,0,,A
1451,s0um,Simundza,Josip,,,Božo Šimundža,2004-12-20,19,Croatia,196,85,L,2,,A
1452,d0jw,Dong,Jiayang,,,Zongyuan Shuai,2004-10-01,19,Australia,178,70,R,2,,A
1453,e0cf,Elicha Navas,Gabriel,,,,2003-03-04,20,Spain,,,U,0,,A
1454,m0e2,Minin,Matvey,Saint-Petersburg,Russia,,2001-06-28,22,Russia,185,81,L,2,,A
1455,n0b3,Nusdeo,Joao Marcos,,,,1994-11-30,29,Brazil,178,72,R,2,,A
1456,r0fq,Rivera,Hudson,,,,2004-05-29,19,United States,188,75,R,2,,A
1457,r0ir,Romano,Gino,,,,2002-03-15,21,Argentina,175,77,R,2,,A
1458,rc53,Roveri Sidney,Gabriel,Londrina,Brazil,Luiz Peniza,1997-04-27,26,Brazil,185,81,L,2,2019,A
1459,s0uu,Shin,Maxim,,,Shin Vladislav ,2003-06-04,20,Uzbekistan,191,75,R,2,,A
1460,v0e0,Verbin,Pavel,,,,2001-10-18,22,Russia,,,U,0,,A
1461,v502,Virali-Murugesan,Ranjeet,,,,1985-09-30,38,India,,,U,0,,A
1462,va31,Vujic,Stefan,,,,1998-03-31,25,Australia,,,R,2,,A
1463,b0pw,Bigun,Kaylan,,,,2006-05-23,17,United States,183,79,L,2,,A
1464,d0lb,De Michele,Fabio,,,,2005-03-23,18,Italy,,,U,0,,A
1465,d09v,Denisov,Ivan,,,,2000-06-07,23,Russia,180,73,R,0,,A
1466,h0cp,Hans,Kabir,,,,2001-08-21,22,India,,,U,0,,A
1467,ke42,Koaykul,Krittin,,,,1995-03-31,28,Thailand,,,R,0,,A
1468,k0he,Kountourakis,Ioannis,,,,2002-11-16,21,Greece,,,U,0,,A
1469,k0a5,Kunsuwan,Natthasith,,,,2000-02-23,24,Thailand,185,80,R,2,,A
1470,l0g4,Lorusso,Lorenzo,,,Andrea Trono,2000-01-06,24,Italy,188,90,R,2,,A
1471,m0jx,Malgiaritta,Maurus,,,,2001-07-24,22,Switzerland,,,U,0,,A
1472,q02o,Quan,Rudy,,,,2006-02-21,18,United States,,,U,0,,A
1473,w0de,Weintraub,Ben,,,,2003-08-11,20,Israel,,,U,0,,A
1474,bu48,Bolla,Andrea,,,,1998-10-28,25,Italy,,,U,0,,A
1475,p0ks,Poertner,Lasse,,,,2005-11-22,18,Germany,,,U,0,,A
1476,m0n2,Michalik,Radovan,,,,2003-05-21,20,Slovak Republic,,,U,0,,A
1477,n0d7,Nad,Peter,,,,2004-01-18,20,Slovak Republic,191,83,R,2,,A
1478,a0i0,Agostini,Simone,,,Daniele Musa,1997-03-29,26,Italy,185,80,R,2,,A
1479,c0b9,Cekirge,Kuzey,,,,2000-04-29,23,Turkiye,,,U,0,,A
1480,c0ms,Cook,Ethan,,,,2003-02-21,21,Australia,175,73,R,2,,A
1481,pl60,Papac,Tomislav Edward,,,,1995-06-12,28,Australia,191,75,R,2,,A
1482,p0iz,Pena,Enrique,,,Felipe Beron,2004-03-26,19,Colombia,185,73,R,1,,A
1483,s0n4,Salton,Dylan,,,"Earl Grainger, Ngoni Chizunza",2002-09-09,21,South Africa,178,73,L,2,,A
1484,ag64,Aggarwal,Parth,,,,1997-12-22,26,India,170,65,R,2,,A
1485,b0ea,Boureau,Alexis,,,,1996-04-25,27,France,,,U,0,,A
1486,k0jc,Karlsson Wistrand,Jack,,,,2002-06-06,21,Sweden,,,U,0,,A
1487,mw83,Maginley,Jody,,,Chris Begg,1995-06-07,28,Antigua,193,88,R,2,,A
1488,s0u5,Sach,Tai,,,,2002-09-16,21,Australia,,,U,0,,A
1489,a0j5,Andreescu,Stefan Adrian,,,,2001-12-24,22,Romania,,,U,0,,A
1490,m09j,Martinez,Louroi,,,,1998-10-01,25,Switzerland,188,80,R,0,,A
1491,p0im,Pisaric,Aleksa,,,,2005-11-04,18,Serbia,,,R,0,,A
1492,a0lt,Aduru,Vishwa,,,,2002-10-02,21,United States,,,,0,,A
1493,bl61,Bergevi,Filip,Kristianstad,Sweden,Fred Johnsen,1994-04-20,29,Sweden,185,82,R,2,,A
1494,ch60,Capalbo,Franco,,,,1997-12-26,26,Argentina,,,U,0,,A
1495,e830,Esteve Lobato,Eduard,Reus,Spain,,1994-09-18,29,Spain,188,83,R,2,,A
1496,fc00,Fernandez Canovas,Andres,,,,1999-03-08,24,Spain,,,U,0,,A
1497,i165,Istomin,Denis,Orenburg,Russia,Klaudiya Istomina,1986-09-07,37,Uzbekistan,185,86,R,2,2004,A
1498,j543,Johnson,Luke,,,Calvin Betton,1994-03-18,29,Great Britain,183,83,R,2,,A
1499,k0bd,Krainer,Lukas,,,Gilbert Schaller,2000-10-12,23,Austria,198,83,R,2,,A
1500,l0ci,Llanes,Francisco,,,,2002-04-16,21,Uruguay,178,78,R,2,,A
1501,m815,Matsui,Toshihide,Osaka,Japan,"Jason Yue, Laurence Tieleman",1978-04-19,45,Japan,178,76,R,1,2001,A
1502,o411,Olivetti,Albano,Haguenau,France,,1991-11-24,32,France,203,104,R,1,2010,A
1503,pe69,Pel,David,Amstelveen,Netherlands,"Robert Jan Luttikhuis, Marc Duncker ",1991-07-09,32,Netherlands,198,97,L,2,,A
1504,s0rl,Safonov,Aristarkh,,,,2003-03-05,20,Russia,,,U,0,,A
1505,sj55,Smith,John-Patrick,Townsville,Australia,Kent Martino,1989-01-24,35,Australia,188,84,L,2,2012,A
1506,t0fw,Trouve,Nathan,,,,2006-01-03,18,France,,,,0,,A
1507,z239,Zeballos,Federico,Santa Cruz,Bolivia,,1988-05-30,35,Bolivia,185,75,R,2,,A
1508,f0hn,Filar,Karol,,,,1998-08-31,25,Poland,,,U,0,,A
1509,j0cs,Jovanovic,Petar,,,,2003-07-23,20,Montenegro,,,U,0,,A
1510,m0cj,Maia,Hugo,,,,2001-04-01,22,Portugal,,,R,2,,A
1511,m0dq,Melnic,Vladislav,,,,1999-06-23,24,Romania,,,U,0,,A
1512,p0m4,Petak,Denis,,,,2006-07-18,17,Czech Republic,,,U,0,,A
1513,s0nb,Sada,Iacopo,,,,1997-10-02,26,Italy,,,U,0,,A
1514,s0wk,Stirbu,Calin Teodor,,,,2006-03-04,17,Romania,,,U,0,,A
1515,v0ep,Van Assendelft,Jip,,,,2002-03-09,21,Netherlands,,,U,0,,A
1516,w660,Wendler Filho,Jefferson,,,,1995-09-15,28,Brazil,,,U,0,,A
1517,a0ku,Aguiard,Enzo,,,,2002-08-10,21,Australia,,,U,0,,A
1518,a0g6,Azuma,Ryuhei,,,,2001-08-21,22,Japan,,,U,0,,A
1519,b0oq,Bowden,Louis,,,,2004-10-01,19,Great Britain,,,U,0,,A
1520,b0s5,Brancatelli,Gabriele,,,"Christopher tattanelli, Catherine Ewing",2003-07-12,20,United States,185,82,R,2,,A
1521,c0f7,Castelletti,Luigi,,,,2002-08-15,21,Italy,196,86,R,2,,A
1522,e0bo,Ehrenschneider,Nino,,,,2001-03-31,22,Germany,,,U,0,,A
1523,k0kc,Kim,Jangjun,,,,2006-12-18,17,South Korea,,,U,0,,A
1524,m0da,Mayo,Keenan,,,,2000-05-26,23,United States,198,93,R,2,,A
1525,m0fx,Park,Minjong,,,,2001-10-22,22,South Korea,,,U,0,,A
1526,rh25,Raisma,Kenneth,Tartu,Estonia,Andres Kuhi,1998-04-03,25,Estonia,193,82,L,2,,A
1527,r0da,Rodriguez,Sebastian,,,,2001-11-13,22,Peru,,,U,0,,A
1528,v0hb,Valente,Rocco,,,Juan Martin Aranguren ,2004-07-25,19,Argentina,0,72,R,2,,A
1529,v0gr,Vasilev,Alexander,,,,2007-05-14,16,Bulgaria,,,U,0,,A
1530,wb03,Wakita,Shunsuke,,,,1995-07-26,28,Japan,178,67,R,2,,A
1531,a0en,Akay,Cihan,,,,2001-12-23,22,Australia,,,U,0,,A
1532,b0tl,Burnett,Evan,,,,2006-03-22,17,United States,191,79,R,2,,A
1533,h0d9,Harper,Cleeve,,,,2000-12-24,23,Canada,180,82,R,2,,A
1534,m0o6,Martinez Gomez,Pablo,,,,2006-03-10,17,Spain,,,,0,,A
1535,m0or,Murali,Rohan,,,,2004-11-13,19,United States,,,U,0,,A
1536,rh73,Rengifo,Frazier,,,Francier Rengifo Filigrana ,1999-01-19,25,Colombia,183,75,R,2,,A
1537,w0az,Weststrate,Lodewijk,,,,2001-07-01,22,Netherlands,,,R,0,,A
1538,z0c7,Zeng,Yaojie,,,"dongrun Zhang,jianhui Li",2002-01-30,22,China,185,85,R,2,,A
1539,b0ib,Ballotta,Gianluca,,,,2004-01-01,20,Peru,,,L,2,,A
1540,bk12,Bodmer,Adrian,,,Joachim Kretz/Francesco Ceriani,1995-03-06,28,Switzerland,180,73,R,1,,A
1541,b0ms,Bustiman Gonzalez,Hans Christian,,,,2003-06-10,20,Chile,,,U,0,,A
1542,f09z,Fields,Omar,,,,1997-03-06,26,Australia,173,77,L,2,,A
1543,g0h0,Ganta,Sai Karteek Reddy,,,,2000-06-01,23,India,183,80,R,2,,A
1544,g0dk,Gimenez,Julián,,,,2001-02-23,23,Argentina,183,82,R,2,,A
